title;snippet
Tujia.com Eats Mayi.com, Confirming China Tech Merger Trend -- Market Talk;"0727 GMT [Dow Jones] Tujia.com, China's largest home-rental site, which is often compared to Airbnb, said it has acquired smaller rival Mayi.com, without disclosing the deal's value. This in the latest example of the consolidation trend seen among Chinese technology startups. As China's slowing economic growth creates more uncertainty, tech startups have faced growing pressure from investors to find alternatives in a fierce race to outspend each other and attract more users. Tujia, which was valued at more than $1 billion in its most recent fundraising round last year, said that local information site 58.com, which previously held a controlling stake in Mayi, has acquired a minority stake in Tujia to become a strategic investor. The acquisition follows a string of other major consolidation deals in China, such as online shopping startup Mogujie.com's takeover of rival Meilishuo.com in January and the combination of rival on-demand services startups Meituan.com and Dianping last year.

"
Sa Sa Throws Dividends at Those Disappointed by Profit Plunge -- Market Talk;"0751 GMT [Dow Jones] The once high-growth retailer has turned into a yield play as it seeks to attract investors amid a persistent economic downturn. Sa Sa International (0178.HK) reported during the lunch break a 54.3% decline in profit of HK$383.5 million (US$49.6 million) for year ended March, as Hong Kong's largest cosmetic retailer, as a declining number of Chinese tourists to the city took a heavy toll on the retail sector. To compensate, it keeps a final dividend of HK$0.09 and a special dividend of HK$0.055 a share, bringing its full-year dividend to HK$0.235, or a nearly 8.7% yield based on Wednesday's closing price. The company ""continued to maintain a strong financial position with cash and bank balances of HK$1.1 billion"" and has adequate resources to fund expansion plans in the next fiscal year, it says. The stock is up 1.8% at HK$2.76 versus the Hang Seng's 0.3% rise. (joanne.chiu@wsj.com, Twitter: @joannechiuhk)

Editor JSM

"
Corrections & Amplifications;"Total U.S. stock volume exceeded 15 billion shares on Friday, up from 10.1 billion on the comparable day a year earlier. A Page One article on Saturday about the impact on markets from Britain's vote to leave the European Union incorrectly said volume was 10.1 million a year earlier.

(See: ""Stocks, Currencies Take Hard Fall"" -- WSJ June 25, 2016)

"
"Fed's Yellen won't participate in ECB panel; BoE's Carney had already dr";"A European Central Bank forum panel that included Federal Reserve Chair Janet Yellen has been cancelled, an updated program event page showed on Monday. Over the weekend, Bank of England Governor Mark Carney had already canceled his appearance on the panel, which included Yellen and ECB President Mario Draghi. The group was expected to face tough questions in the Brexit aftermath. The event page has replaced its ""policy panel"" that included these three high-profile policymakers with a ""concluding panel"" and said panelists will be announced later. The ECB's Forum on Central Banking takes place every year in Sintra, Portugal.

-MarketWatch; 415-439-6400; AskNewswires@dowjones.com

"
Iceland's Terms Look Like a Default to Many;"On June 16 Iceland offered foreign bond investors what Matt Wirz in the May 28 Journal called ""a Hobson's choice: Sell out in June at a below-market exchange rate, or have the money they receive when their bonds mature impounded indefinitely in low-interest bank accounts."" My June 13 op-ed ""Northern Europe's Argentina Imitator"" compares this deal -- with a discount that now appears to be as high as 50%, according to an article by Bloomberg's Omar Valdimarsson -- with the 14 years of stonewalling by Argentina in an unsuccessful effort to avoid meeting its bond obligations.

"
Yellen Cites Headwinds, Offers Few Clues on Rates;"Federal Reserve Chairwoman Janet Yellen is slowly coming to acknowledge that after seven years of subpar U.S. growth, this could be the new long-run state of the economy, a development that could weigh on interest rates for years to come.

Long-run headwinds to economic growth were a central theme in a statement Ms. Yellen delivered to lawmakers in her first of two days of testimony to Congress on the economic outlook and monetary policy.

"
Bolthouse Farms Recalls 3.8 Million Bottles of Protein Drinks;"Bolthouse Farms, a unit of Campbell Soup Co., said it is recalling 3.8 million bottles of protein drinks as a precaution following consumer complaints, including reports of illness.

The Bakersfield, Calif., company said it is recalling eight varieties of protein drinks because of a risk that they may have spoiled, causing the beverages to appear lumpy, taste unpleasant and have an ""off odor.""

"
Charting the Market;"[javax.xml.bind.JAXBElement@3c8ca773, javax.xml.bind.JAXBElement@2e02aec, javax.xml.bind.JAXBElement@771710a5]

[javax.xml.bind.JAXBElement@6ac53264, javax.xml.bind.JAXBElement@332bb770, javax.xml.bind.JAXBElement@301f4cb3]

"
Business News: 'Titanic' Exhibitor Seeks Artifact Sale to Stay Afloat;"Premier Exhibitions Inc., the cash-starved company behind the traveling ""Titanic"" and ""Bodies"" exhibitions, is asking a bankruptcy judge for approval to sell some of its artifacts.

The company says a sale of some of the ""Titanic"" artifacts could fetch enough money to pay back its creditors, return all equity to shareholders, and provide funds for Premier through and after the bankruptcy process. Premier owes $12 million to unsecured creditors.

"
Brexit Makes NZ Rate Cut More Likely: Westpac -- Brexit Market Talk;"0508 GMT [Dow Jones] The U.K.'s likely exit from the EU makes a cut to New Zealand's official cash rate in August more likely, says Westpac NZ's chief economist Dominick Stephens. Stephens says financial market nervousness is likely to affect business confidence surveys in the near future and over time will also result in higher bank funding costs for New Zealand, meaning mortgage and business lending rates are unlikely to fall far. ""The Reserve Bank is likely to factor all of this into its thinking on the OCR. Yesterday we regarded the August OCR decision as a close call, but today an August OCR reduction seems much more likely,"" Stephens says. (kate.geenty@wsj.com)

Editor: JFN

"
Short-Sterling ETF Inflows Hit Record, Says ETF Securities -- Brexit Market Talk;"1122 GMT Inflows into ETF Securities' short-sterling ETFs have reached a record $275 million the year to date, according to the company. ""Most investors believe that the greatest short-term impact--of fear of Brexit rather than Brexit itself--will be on sterling and consequently we have seen a big rise in flows into our short-GBP ETFs,"" Townsend Lansing at ETF Securities writes in a note. ""These inflows are by far the highest since we launched the products, and stand almost twice as high as the flows at the time of the Scottish Referendum."" (josie.cox@wsj.com)

Contact us in London. +44-20-7842-9464

"
